NLSitNummer,DatumFileBegin,DatumFileEind,TijdFileBegin,TijdFileEind,FileZwaarte,GemLengte,FileDuur,HectometerKop,HectometerStaart,RouteLet,RouteNum,RouteOms,hectometreringsrichting,KopWegvakVan,KopWegvakNaar,TrajVan,TrajNaar,OorzaakGronddetail,OorzaakVerloop,OorzaakCodeVerloop,OorzaakCode,Oorzaak_1,Oorzaak_2,Oorzaak_3,Oorzaak_4
2791010,10/29/2020,10/29/2020,16:04:00,16:34:46,"61,533","2,000,000","30,767","86,0","88,0",A,15,A15,aflopend,Hardinxveld-Giessendam,Sliedrecht-Oost,Gorinchem,Ridderkerk,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 31],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2791000,10/29/2020,10/29/2020,15:42:00,18:11:20,"550,333","3,685,268","149,333","31,4","29,4",A,20,A20,oplopend,Rotterdam-Crooswijk,Terbregseplein,Hoek van Holland,Gouda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 149],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790950,10/29/2020,10/29/2020,6:31:00,8:22:05,"430,883","3,878,920","111,083","183,9","185,9",A,50,A50,aflopend,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 8], [Ongeval(len) 89], [Eerder(e) ongeval(len) 14]","[000], [ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2790993,10/29/2020,10/29/2020,15:34:00,16:07:34,"125,717","3,745,283","33,567","53,4","48,4",A,1,A1,oplopend,Hoevelaken,Barneveld,Amsterdam,Apeldoorn,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 30], [Eerder(e) ongeval(len) 2], [Geen oorzaakcode opgegeven door VWM 0]","[000], [ACI], [ACA], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2791219,10/30/2020,10/30/2020,18:02:00,18:41:03,"184,917","4,735,382","39,050","48,0","45,0",A,16,A16,oplopend,Klaverpolder,Zevenbergschen Hoek,Rotterdam,Breda,Ongeval(len),"[Ongeval(len) 23], [Eerder(e) ongeval(len) 16]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2791025,10/29/2020,10/29/2020,18:05:00,18:29:50,"88,100","3,547,651","24,833","133,3","131,3",A,59,A59,oplopend,Engelen,'s-Hertogenbosch-Maaspoort,Zonzeel,'s-Hertogenbosch,Ongeval(len),"[Ongeval(len) 15], [Eerder(e) ongeval(len) 10]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2791293,10/31/2020,10/31/2020,10:56:00,11:14:34,"37,133","2,000,000","18,567","177,4","179,4",A,2,A2,aflopend,Leende,Valkenswaard,Maastricht-Noord,Eindhoven,Spoedreparatie,"[Geen oorzaakcode opgegeven door VWM 0], [Spoedreparatie 18], [Geen oorzaakcode opgegeven door VWM 0]","[000], [N32], [000]",N32,Spoedreparatie,Spoedreparatie,Spoedreparatie,Ongepland onderhoud
2791249,10/30/2020,10/30/2020,18:54:00,21:14:20,"280,667","2,000,000","140,333","104,7","102,7",A,12,A12,oplopend,Veenendaal,Maanderbroek,Utrecht,Arnhem,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 73], [Ongevalsonderzoek 67]","[000], [ACI], [ACW]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2790956,10/29/2020,10/29/2020,7:10:00,7:17:09,"21,450","3,000,000","7,150","73,3","70,3",A,4,A4,oplopend,Pernis,Benelux,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 7],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790953,10/29/2020,10/29/2020,6:33:00,6:51:07,"48,217","2,661,454","18,117","82,6","85,6",A,15,A15,aflopend,Sliedrecht-Oost,Sliedrecht-West,Gorinchem,Ridderkerk,Eerder(e) ongeval(len),"[Geen oorzaakcode opgegeven door VWM 8], [Eerder(e) ongeval(len) 10]","[000], [ACA]",ACA,Eerder(e) ongeval(len),Ongeval,Ongeval,Ongeval
2790984,10/29/2020,10/29/2020,14:28:00,14:31:05,"6,167","2,000,000","3,083","18,0","16,0",A,16,A16,oplopend,Rotterdam-Feijenoord,Ridderkerk-Noord,Rotterdam,Breda,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 3],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2791160,10/30/2020,10/30/2020,15:59:00,16:06:06,"14,200","2,000,000","7,100","13,8","11,8",N,14,N14,oplopend,Vliettunnel,Leidschendam,Den Haag,Leidschendam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 7],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2791186,10/30/2020,10/30/2020,16:37:00,16:54:52,"35,733","2,000,000","17,867","22,1","24,1",A,16,A16,aflopend,Rotterdam-Feijenoord,Van Brienenoordbrug,Breda,Rotterdam,Ongeval(len),"[Ongeval(len) 11], [Eerder(e) ongeval(len) 7]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2791153,10/30/2020,10/30/2020,15:52:00,15:55:05,"6,167","2,000,000","3,083","14,7","12,7",N,14,N14,oplopend,Leidschendam,A4: Leidschendam,Den Haag,Leidschendam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 3],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790948,10/29/2020,10/29/2020,6:31:00,6:40:55,"29,750","3,000,000","9,917","156,4","159,4",A,15,A15,aflopend,Elst,Valburg,Nijmegen,Gorinchem,Spitsfile (geen oorzaak gemeld),"[Geen oorzaakcode opgegeven door VWM 10], [Eerder(e) ongeval(len) 0], [Geen oorzaakcode opgegeven door VWM 0]","[000], [ACA], [000]",1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2791143,10/30/2020,10/30/2020,15:43:00,17:02:04,"211,033","2,669,056","79,067","20,8","18,8",A,16,A16,oplopend,Rotterdam-Centrum,Van Brienenoordbrug,Rotterdam,Breda,Spitsfile (met defect voertuig),"[Geen oorzaakcode opgegeven door VWM 5], [Defect(e) voertuig(en) 15], [Geen oorzaakcode opgegeven door VWM 59]","[000], [BKD], [000]",1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2791112,10/30/2020,10/30/2020,15:03:00,15:36:05,"110,150","3,329,471","33,083","60,9","58,9",A,4,A4,oplopend,Ketheltunnel,Kethelplein,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 33],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2791184,10/30/2020,10/30/2020,16:36:00,16:54:42,"50,017","2,674,688","18,700","22,6","20,6",A,16,A16,oplopend,Rotterdam-Feijenoord,Ridderkerk-Noord,Rotterdam,Breda,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 18]","[000], [ACI]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2791066,10/30/2020,10/30/2020,10:22:00,11:01:22,"107,567","2,732,430","39,367","61,0","58,0",A,12,A12,oplopend,Hoograven,Lunetten,Den Haag,Utrecht,Onwelwording,"[Geen oorzaakcode opgegeven door VWM 1], [Onwelwording 34], [Geen oorzaakcode opgegeven door VWM 4]","[000], [M02], [000]",M02,Onwelwording,Incident,Incident,Incident
2791231,10/30/2020,10/30/2020,18:20:00,18:39:41,"39,367","2,000,000","19,683","28,2","22,2",A,28,A28,oplopend,Hoevelaken,Hoevelaken,Amersfoort,Zwolle,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 5], [Ongeval(len) 10], [Eerder(e) ongeval(len) 5]","[000], [ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2791165,10/30/2020,10/30/2020,16:13:00,16:29:44,"49,650","2,967,132","16,733","13,8","10,8",A,7,A7,oplopend,Wijdewormer,Purmerend-Zuid,Zaanstad,Hoorn,Eerder pechgeval,"[Geen oorzaakcode opgegeven door VWM 0], [Eerder pechgeval 16], [Geen oorzaakcode opgegeven door VWM 0]","[000], [M13], [000]",M13,Eerder pechgeval,Defect voertuig,Incident (gestrand voertuig),Incident
2791324,10/31/2020,10/31/2020,14:56:00,15:17:52,"62,200","2,844,512","21,867","61,0","66,0",A,6,A6,aflopend,Lelystad,Almere-Oostvaarders,Lelystad,Muiden,Wegwerkzaamheden,"[Geen oorzaakcode opgegeven door VWM 1], [Wegwerkzaamheden 21]","[000], [RWK]",RWK,Wegwerkzaamheden,Werkzaamheden,Werkzaamheden,Aanleg en gepland onderhoud
2791319,10/31/2020,10/31/2020,14:43:00,14:50:19,"16,800","2,296,128","7,317","61,3","65,3",A,6,A6,aflopend,Lelystad,Almere-Oostvaarders,Lelystad,Muiden,Wegwerkzaamheden,"[Geen oorzaakcode opgegeven door VWM 0], [Wegwerkzaamheden 7], [Geen oorzaakcode opgegeven door VWM 0]","[000], [RWK], [000]",RWK,Wegwerkzaamheden,Werkzaamheden,Werkzaamheden,Aanleg en gepland onderhoud
2791314,10/31/2020,10/31/2020,14:29:00,14:35:28,"15,100","2,335,052","6,467","61,3","65,3",A,6,A6,aflopend,Lelystad,Almere-Oostvaarders,Lelystad,Muiden,Wegwerkzaamheden,"[Geen oorzaakcode opgegeven door VWM 1], [Wegwerkzaamheden 5], [Geen oorzaakcode opgegeven door VWM 0]","[000], [RWK], [000]",RWK,Wegwerkzaamheden,Werkzaamheden,Werkzaamheden,Aanleg en gepland onderhoud
2791124,10/30/2020,10/30/2020,15:26:00,15:59:40,"67,333","2,000,000","33,667","18,5","20,5",N,11,N11,aflopend,Bodegraven,Bodegraven-Centrum,Bodegraven,Leiden,Ongeval(len),[Ongeval(len) 34],[ACI],ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2790971,10/29/2020,10/29/2020,11:14:00,11:39:06,"52,217","2,080,345","25,100","47,4","49,4",A,15,A15,aflopend,Botlektunnel,Spijkenisse,Ridderkerk,Europoort,Spoedreparatie,"[Geen oorzaakcode opgegeven door VWM 0], [Spoedreparatie 21], [Geen oorzaakcode opgegeven door VWM 3]","[000], [N32], [000]",N32,Spoedreparatie,Spoedreparatie,Spoedreparatie,Ongepland onderhoud
2791136,10/30/2020,10/30/2020,15:41:00,17:40:05,"412,417","3,463,261","119,083","50,3","48,3",A,4,A4,oplopend,Rijswijk-Plaspoelpolder,Rijswijk,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 119],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2791176,10/30/2020,10/30/2020,16:27:00,16:57:54,"63,783","2,064,186","30,900","14,3","12,3",A,7,A7,oplopend,Purmerend-Zuid,Purmerend,Zaanstad,Hoorn,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 31],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2791199,10/30/2020,10/30/2020,16:50:00,16:53:05,"6,167","2,000,000","3,083","34,8","36,8",A,27,A27,aflopend,Industrieterrein Avelingen,Merwedebrug,Gorinchem,Breda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 3],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2791127,10/30/2020,10/30/2020,15:33:00,16:02:33,"100,550","3,402,707","29,550","128,1","126,1",A,2,A2,oplopend,Boxtel-Noord,Boxtel,'s-Hertogenbosch,Eindhoven,Defecte vrachtwagen(s),"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 8], [Defecte vrachtwagen(s) 11], [Eerder pechgeval 10]","[000], [BKD], [HBD], [M13]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident
2791311,10/31/2020,10/31/2020,14:25:00,16:14:13,"377,783","3,459,026","109,217","40,0","35,0",A,9,A9,oplopend,Raasdorp,Haarlem-Zuid,Amstelveen,Alkmaar,Wegwerkzaamheden,"[Geen oorzaakcode opgegeven door VWM 1], [Wegwerkzaamheden 108], [Geen oorzaakcode opgegeven door VWM 0]","[000], [RWK], [000]",RWK,Wegwerkzaamheden,Werkzaamheden,Werkzaamheden,Aanleg en gepland onderhoud
2791331,10/31/2020,10/31/2020,16:29:00,16:44:24,"30,800","2,000,000","15,400","40,4","38,4",A,9,A9,oplopend,Raasdorp,Haarlem-Zuid,Amstelveen,Alkmaar,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 15]","[000], [ACI]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2791358,10/31/2020,10/31/2020,18:21:00,18:30:31,"19,033","2,000,000","9,517","41,0","39,0",A,9,A9,oplopend,Raasdorp,Haarlem-Zuid,Amstelveen,Alkmaar,Wegwerkzaamheden,"[Geen oorzaakcode opgegeven door VWM 1], [Wegwerkzaamheden 9], [Geen oorzaakcode opgegeven door VWM 0]","[000], [RWK], [000]",RWK,Wegwerkzaamheden,Werkzaamheden,Werkzaamheden,Aanleg en gepland onderhoud
2790991,10/29/2020,10/29/2020,15:18:00,15:27:05,"18,167","2,000,000","9,083","48,6","50,6",A,9,A9,aflopend,Velsen,Brug Over Het Zijkanaal C,Alkmaar,Amstelveen,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 9],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2791225,10/30/2020,10/30/2020,18:08:00,18:24:28,"32,933","2,000,000","16,467","28,5","22,5",A,28,A28,oplopend,Hoevelaken,Hoevelaken,Amersfoort,Zwolle,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 15], [Geen oorzaakcode opgegeven door VWM 0]","[000], [ACI], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2791179,10/30/2020,10/30/2020,16:35:00,16:44:06,"18,200","2,000,000","9,100","56,5","58,5",A,1,A1,aflopend,Stroe,Voorthuizen,Apeldoorn,Amersfoort,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 9],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790985,10/29/2020,10/29/2020,14:28:00,14:41:05,"26,167","2,000,000","13,083","19,9","17,9",A,16,A16,oplopend,Rotterdam-Kralingen,Rotterdam-Centrum,Rotterdam,Breda,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 13],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2791008,10/29/2020,10/29/2020,15:59:00,18:01:31,"250,100","2,041,355","122,517","45,0","48,0",A,20,A20,aflopend,Moordrecht,Nieuwerkerk Aan Den Ijssel,Gouda,Hoek van Holland,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 123],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2791208,10/30/2020,10/30/2020,17:19:00,17:31:06,"24,200","2,000,000","12,100","36,9","34,6",A,16,A16,oplopend,Dordrecht-Centrum,'s-Gravendeel,Rotterdam,Breda,Ongeval (en daarna defect voertuig),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 0], [Brandend(e) voertuig(en) 1], [Geen oorzaakcode opgegeven door VWM 10]","[000], [ACI], [VFR], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2791315,10/31/2020,10/31/2020,14:29:00,15:15:18,"92,600","2,000,000","46,300","96,5","98,5",A,15,A15,aflopend,Brug Over Het Merwedekanaal,Gorinchem,Nijmegen,Rotterdam Maasvlakte,Wegwerkzaamheden,"[Geen oorzaakcode opgegeven door VWM 9], [Wegwerkzaamheden 37], [Geen oorzaakcode opgegeven door VWM 0]","[000], [RWK], [000]",RWK,Wegwerkzaamheden,Werkzaamheden,Werkzaamheden,Aanleg en gepland onderhoud
2791254,10/30/2020,10/30/2020,19:16:00,21:02:40,"225,383","2,112,969","106,667","126,6","124,6",A,2,A2,oplopend,Vught,Boxtel-Noord,'s-Hertogenbosch,Eindhoven,Wegwerkzaamheden,"[Geen oorzaakcode opgegeven door VWM 3], [Wegwerkzaamheden 104]","[000], [RWK]",RWK,Wegwerkzaamheden,Werkzaamheden,Werkzaamheden,Aanleg en gepland onderhoud
2790871,10/28/2020,10/28/2020,15:45:00,16:09:06,"70,283","2,916,321","24,100","45,0","48,0",A,20,A20,aflopend,Moordrecht,Nieuwerkerk Aan Den Ijssel,Gouda,Hoek van Holland,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 24],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790799,10/28/2020,10/28/2020,6:33:00,6:41:04,"16,133","2,000,000","8,067","54,3","56,3",A,1,A1,aflopend,Voorthuizen,Barneveld,Apeldoorn,Amersfoort,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 8],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790812,10/28/2020,10/28/2020,7:50:00,8:00:57,"21,900","2,000,000","10,950","80,8","82,8",A,15,A15,aflopend,Sliedrecht-Oost,Sliedrecht-West,Gorinchem,Ridderkerk,Dieren op de weg,"[Geen oorzaakcode opgegeven door VWM 1], [Dieren op de weg 10]","[000], [ANM]",ANM,Dieren op de weg,Mensen of dieren op de weg,Incident (obstakel op de weg),Incident
2790864,10/28/2020,10/28/2020,15:21:00,15:29:18,"16,600","2,000,000","8,300","112,9","114,9",A,2,A2,aflopend,Rosmalen,Empel,'s-Hertogenbosch,Utrecht,Ongeval(len),"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 8], [Geen oorzaakcode opgegeven door VWM 0]","[000], [ACI], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2790802,10/28/2020,10/28/2020,6:57:00,7:01:04,"8,133","2,000,000","4,067","89,2","91,2",A,15,A15,aflopend,Gorinchem,Hardinxveld-Giessendam,Gorinchem,Ridderkerk,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 4],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790816,10/28/2020,10/28/2020,8:01:00,8:09:04,"16,133","2,000,000","8,067","83,5","85,5",A,15,A15,aflopend,Sliedrecht-Oost,Sliedrecht-West,Gorinchem,Ridderkerk,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 8],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790897,10/28/2020,10/28/2020,16:40:00,17:39:04,"280,050","4,741,253","59,067","81,9","84,9",A,15,A15,aflopend,Sliedrecht-Oost,Sliedrecht-West,Gorinchem,Ridderkerk,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 59],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790880,10/28/2020,10/28/2020,16:15:00,17:58:04,"428,933","4,161,708","103,067","39,7","42,7",A,20,A20,aflopend,Cortlandt-Aquaduct,Prins Alexander,Gouda,Hoek van Holland,Spoedreparatie,"[Geen oorzaakcode opgegeven door VWM 0], [Spoedreparatie 103], [Geen oorzaakcode opgegeven door VWM 0]","[000], [N32], [000]",N32,Spoedreparatie,Spoedreparatie,Spoedreparatie,Ongepland onderhoud
2790855,10/28/2020,10/28/2020,14:24:00,14:34:10,"20,333","2,000,000","10,167","47,2","45,2",A,9,A9,oplopend,Wijkertunnel,Beverwijk-Oost,Amstelveen,Alkmaar,Brugopening,"[Geen oorzaakcode opgegeven door VWM 0], [Brugopening 10]","[000], [N73]",N73,Brugopening,Brugopening,Blokkade,Hoge intensiteit
2790896,10/28/2020,10/28/2020,16:40:00,16:44:05,"8,167","2,000,000","4,083","86,8","88,8",A,15,A15,aflopend,Hardinxveld-Giessendam,Sliedrecht-Oost,Gorinchem,Ridderkerk,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 4],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790883,10/28/2020,10/28/2020,16:17:00,16:24:07,"14,233","2,000,000","7,117","11,8","9,8",A,13,A13,oplopend,Delft,Delft-Zuid,Rijswijk,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 7],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790814,10/28/2020,10/28/2020,7:58:00,8:13:04,"30,133","2,000,000","15,067","35,0","33,0",A,28,A28,oplopend,Amersfoort-Vathorst,Nijkerk,Amersfoort,Zwolle,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 15],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790885,10/28/2020,10/28/2020,16:17:00,16:18:05,"2,167","2,000,000","1,083","13,8","11,8",N,14,N14,oplopend,Vliettunnel,Leidschendam,Den Haag,Leidschendam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 1],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790828,10/28/2020,10/28/2020,9:13:00,9:21:23,"16,767","2,000,000","8,383","31,5","29,5",A,28,A28,oplopend,Hoevelaken,Amersfoort-Vathorst,Amersfoort,Zwolle,Ongeval(len),"[Ongeval(len) 7], [Eerder(e) ongeval(len) 2]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2790860,10/28/2020,10/28/2020,14:49:00,14:50:04,"2,133","2,000,000","1,067","91,8","93,8",A,15,A15,aflopend,Gorinchem,Hardinxveld-Giessendam,Gorinchem,Ridderkerk,File buiten spits (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 1],[000],3,File buiten spits (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790806,10/28/2020,10/28/2020,7:25:00,7:40:06,"45,300","3,000,000","15,100","88,4","91,4",A,73,A73,aflopend,Cuijk,Haps,Nijmegen,Maasbracht,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 15],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790829,10/28/2020,10/28/2020,9:21:00,9:27:05,"12,167","2,000,000","6,083","30,8","28,8",A,28,A28,oplopend,Hoevelaken,Amersfoort-Vathorst,Amersfoort,Zwolle,Eerder(e) ongeval(len),"[Geen oorzaakcode opgegeven door VWM 0], [Eerder(e) ongeval(len) 6]","[000], [ACA]",ACA,Eerder(e) ongeval(len),Ongeval,Ongeval,Ongeval
2790892,10/28/2020,10/28/2020,16:23:00,16:37:06,"31,150","2,209,220","14,100","57,1","59,1",A,4,A4,aflopend,Slinksloot,Delft,Rotterdam,Den Haag,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 14],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790891,10/28/2020,10/28/2020,16:23:00,16:29:05,"12,167","2,000,000","6,083","60,0","58,0",A,15,A15,oplopend,Rotterdam-Zuidplein,Vaanplein,Europoort,Ridderkerk,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 6],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790886,10/28/2020,10/28/2020,16:17:00,16:42:04,"95,417","3,806,516","25,067","89,4","84,4",A,15,A15,oplopend,Gorinchem,Gorinchem,Ridderkerk,Gorinchem,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 25],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790895,10/28/2020,10/28/2020,16:40:00,16:47:05,"14,167","2,000,000","7,083","74,6","72,6",A,4,A4,oplopend,Pernis,Benelux,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 7],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790861,10/28/2020,10/28/2020,15:15:00,15:50:05,"86,183","2,456,532","35,083","39,1","41,1",A,20,A20,aflopend,Cortlandt-Aquaduct,Prins Alexander,Gouda,Hoek van Holland,Ongeval met vrachtwagen(s),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval met vrachtwagen(s) 23], [Eerder(e) ongeval(len) 12]","[000], [ACH], [ACA]",ACH,Ongeval met vrachtwagen(s),Ongeval vrachtwagen,Ongeval,Ongeval
2790845,10/28/2020,10/28/2020,12:44:00,13:25:31,"96,483","2,323,966","41,517","12,2","10,2",A,13,A13,oplopend,Delft-Zuid,Rotterdam The Hague Airport,Rijswijk,Rotterdam,Ongeval (met opruim/berging),"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 19], [Opruimingswerkzaamheden 17], [Eerder(e) ongeval(len) 5]","[000], [ACI], [OCL], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval
2790870,10/28/2020,10/28/2020,15:34:00,17:31:05,"434,967","3,715,018","117,083","31,4","29,4",A,20,A20,oplopend,Rotterdam-Crooswijk,Terbregseplein,Hoek van Holland,Gouda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 117],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790888,10/28/2020,10/28/2020,16:23:00,16:27:04,"8,133","2,000,000","4,067","29,2","27,2",A,28,A28,oplopend,Hoevelaken,Amersfoort-Vathorst,Amersfoort,Zwolle,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 4],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790889,10/28/2020,10/28/2020,16:23:00,16:26:05,"9,250","3,000,000","3,083","22,6","19,6",A,16,A16,oplopend,Rotterdam-Feijenoord,Ridderkerk-Noord,Rotterdam,Breda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 3],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit
2790906,10/28/2020,10/28/2020,16:51:00,17:14:08,"46,267","2,000,000","23,133","0,5","2,5",A,8,A8,aflopend,Zaanstad-Zuid,Coenplein,Zaandam,Amsterdam,Ongeval op aansluitende weg,"[Ongeval op aansluitende weg 8], [Eerder ongeval op aansluitende weg 16]","[N65], [M14]",N65,Ongeval op aansluitende weg,Ongeval elders,Ongeval,Ongeval
