,Unnamed: 0,NLSitNummer,DatumFileBegin,DatumFileEind,TijdFileBegin,TijdFileEind,FileZwaarte,GemLengte,FileDuur,HectometerKop,HectometerStaart,RouteLet,RouteNum,RouteOms,hectometreringsrichting,KopWegvakVan,KopWegvakNaar,TrajVan,TrajNaar,OorzaakGronddetail,OorzaakVerloop,OorzaakCodeVerloop,OorzaakCode,Oorzaak_1,Oorzaak_2,Oorzaak_3,Oorzaak_4,coordinates,precipitationAmount
402,402,2788723,10/9/2020,10/9/2020,7:47:00,8:19:28,"74,933","2,308,008","32,467","21,0","19,0",N,325,N325,oplopend,A325: Arnhem-Centrum,Winkelcentrum Kronenburg,Kleve (D),Arnhem Velperbroek,Defect(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 25], [Eerder pechgeval 6], [Geen oorzaakcode opgegeven door VWM 0]","[000], [BKD], [M13], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,[],
403,403,2788637,10/8/2020,10/8/2020,17:13:00,18:01:42,"240,267","4,933,607","48,700","45,0","43,0",A,16,A16,oplopend,Moerdijkbrug,Klaverpolder,Rotterdam,Breda,Defect(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 2], [Defect(e) voertuig(en) 22], [Eerder pechgeval 25]","[000], [BKD], [M13]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,"[[4.633168304, 51.73322659], [4.632716747, 51.73325309], [4.6328660710000005, 51.73236337], [4.632404935, 51.73237445], [4.632593303999999, 51.73147344], [4.632124544, 51.73149175], [4.6323299339999995, 51.73060138], [4.631901808, 51.73060281], [4.632143612, 51.72968945], [4.6317154039999995, 51.72970499], [4.63205549, 51.72881254], [4.631640687, 51.72881026], [4.632042511, 51.72789826], [4.631647394, 51.72791645], [4.632102861, 51.72703509], [4.6317243580000005, 51.72702528], [4.6322406119999995, 51.72615912], [4.631893129, 51.72614015], [4.632451035, 51.72534279999999], [4.632131605, 51.72526168], [4.632757173, 51.72444186], [4.63244743, 51.72438245], [4.633109073, 51.723597600000005], [4.632833547, 51.72352452], [4.6335457380000005, 51.72273192], [4.633289231, 51.72268161], [4.634030449, 51.7218811], [4.633802016000001, 51.72184082], [4.634537502, 51.72102763], [4.634300931, 51.72101481], [4.635048245, 51.72019049], [4.634816115, 51.72017888], [4.635553871, 51.71937183], [4.635338147, 51.71933203], [4.636059548, 51.7185281], [4.635859561, 51.71847857], [4.636574603, 51.71767964], [4.636379705, 51.71762718], [4.637084231, 51.716851], [4.636886575, 51.71679745], [4.637603076, 51.71600735], [4.637400523, 51.71595612]]",79.0
404,404,2788798,10/9/2020,10/9/2020,15:51:00,16:27:17,"82,650","2,277,905","36,283","60,9","57,9",A,4,A4,oplopend,Ketheltunnel,Kethelplein,Den Haag,Rotterdam,Defect(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 26], [Geen oorzaakcode opgegeven door VWM 9]","[000], [BKD], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,"[[4.337453025, 51.97446913], [4.337208957, 51.97441872], [4.338176118, 51.97368916], [4.337926972, 51.97363696], [4.338875682, 51.97290103], [4.338622641000001, 51.97284752], [4.339557035, 51.97210703], [4.339304866, 51.97205373], [4.340203767, 51.97130188], [4.339953018, 51.97124905], [4.340837614, 51.97049286], [4.340579613, 51.97043785], [4.341426564, 51.96967104], [4.3411773160000005, 51.96961841], [4.3419978189999995, 51.96884443], [4.341739174, 51.96878931], [4.34253886, 51.96801018], [4.34229081, 51.96795770000001], [4.343051518, 51.96716906], [4.342806062, 51.96711718], [4.343546366, 51.96632388], [4.343295095, 51.96627069], [4.344011948, 51.96547235], [4.343757813, 51.96541863], [4.344454006, 51.96461605], [4.3441918919999996, 51.96456083], [4.344884691, 51.96375753], [4.344616945, 51.96370124], [4.345291626, 51.96289462], [4.345039664, 51.96284123], [4.345720915, 51.96203588], [4.345462077, 51.96198116], [4.346159039, 51.96117882], [4.345907245, 51.96112547], [4.346618001, 51.96032593], [4.3463585060000005, 51.96027104], [4.347091527, 51.95947608], [4.346827939, 51.95942032], [4.347571015, 51.95862751], [4.347310094, 51.95857237], [4.348068013, 51.95778281], [4.347806706, 51.95772756], [4.348580378, 51.95694161], [4.348322822, 51.95688727], [4.349116321, 51.95610607], [4.348851305, 51.95604989], [4.349680739, 51.95527768], [4.349417068999999, 51.95522203], [4.350271277, 51.95445638], [4.350011573, 51.95440173], [4.350874543, 51.95363852], [4.3506098710000005, 51.95358249], [4.351475505, 51.95282002], [4.3512181210000005, 51.95276604], [4.352088714, 51.95200501], [4.351806573999999, 51.95194414], [4.352714531, 51.95118545], [4.35242775, 51.95112543], [4.353340834, 51.95036272], [4.353034447, 51.95030464], [4.35393883, 51.94954339], [4.353617824, 51.94948424]]",61.0
405,405,2788648,10/8/2020,10/8/2020,17:26:00,17:46:05,"56,167","2,796,681","20,083","8,5","10,5",A,76,A76,aflopend,Spaubeek,Geleen,Aken,Geleen,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 20],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.8576428410000005, 50.9415551], [5.8576734660000005, 50.94165917], [5.859045245, 50.94138366], [5.859075374, 50.94149184], [5.860479043, 50.94115993], [5.8604843970000005, 50.94127704], [5.861797905, 50.94092566], [5.861826744, 50.94104342], [5.8631756170000005, 50.94068092], [5.863186571, 50.94080648], [5.86445973, 50.94045278], [5.864570967000001, 50.94056525], [5.865881039, 50.94020026], [5.865950634, 50.94032482], [5.867299195, 50.93994828], [5.867313997999999, 50.9400845], [5.86862335, 50.93969342], [5.868638803, 50.939807], [5.869843868999999, 50.93936425], [5.8699988020000005, 50.93944343], [5.871050257, 50.93896433], [5.871308191000001, 50.93899323], [5.872494998, 50.93850821], [5.87247397, 50.93839164], [5.873656407, 50.938030700000006], [5.873654525, 50.93789513], [5.874844153, 50.93752877], [5.8747427089999995, 50.93743882], [5.876044212, 50.93702064], [5.875938882000001, 50.93694397], [5.877195176, 50.93654298], [5.877120336, 50.93643865], [5.87826652, 50.93591121], [5.878361967000001, 50.93601889], [5.879339139, 50.93527623], [5.879473032000001, 50.93536987], [5.880295006, 50.93460901], [5.880417482, 50.93470054], [5.881066731000001, 50.93392727], [5.8812107739999995, 50.93400175], [5.881791894, 50.93314103], [5.8819457879999995, 50.93320168]]",0.0
406,406,2788797,10/9/2020,10/9/2020,15:51:00,16:41:06,"170,500","3,403,194","50,100","50,7","47,7",A,4,A4,oplopend,Rijswijk-Plaspoelpolder,Rijswijk,Amsterdam,Antwerpen,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 50],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.361322422, 52.05033066], [4.361585652, 52.05023649], [4.360388416, 52.04963499], [4.36064386, 52.04952613], [4.359433729, 52.04896887], [4.359656923, 52.04883141], [4.358454378, 52.04830323], [4.358695838, 52.04818231], [4.357432694, 52.04766214], [4.357702144, 52.04755201], [4.35636105, 52.04705337], [4.3566626489999996, 52.04695063], [4.355260006, 52.04647034], [4.355597949, 52.04636623], [4.3541239019999995, 52.04586831], [4.354468651, 52.04581665], [4.3532399139999995, 52.04521863], [4.352996363, 52.04533227], [4.352037328, 52.04471663], [4.351840413, 52.04481943], [4.35085377, 52.04419667], [4.350699243, 52.04430968], [4.349514283, 52.04378594], [4.349689122, 52.04366078], [4.348329952, 52.04326203], [4.348524964, 52.04312445], [4.347173527, 52.04271523], [4.347371516, 52.0425794], [4.346235202, 52.04202086], [4.346034509, 52.04215444], [4.3451187319999995, 52.04144766], [4.344916556, 52.04157792], [4.344026256, 52.04085682], [4.343827642, 52.04098057], [4.342954934, 52.04025143], [4.342747855, 52.04037691], [4.341898446, 52.03963622], [4.341686011, 52.03976134], [4.340855985, 52.03901204], [4.340630474, 52.03914158], [4.339822859, 52.03838193], [4.339600303, 52.03850975], [4.338582462, 52.03787427], [4.338790872, 52.03775112], [4.337560783, 52.03723334], [4.337757783, 52.03712127], [4.336545284, 52.03658868], [4.336745328, 52.03647854], [4.335526337, 52.03594622], [4.3357449169999995, 52.03583619], [4.334733942, 52.03519247], [4.334505172, 52.03530262], [4.380839882, 51.87274953], [4.3335147780000005, 52.03467928], [4.33372413, 52.03454146], [4.382208081, 51.87244049], [4.3324718739999994, 52.03402984], [4.3327135960000005, 52.03388766], [4.383683432, 51.87236839], [4.331476878999999, 52.03335242], [4.3317108189999995, 52.03322937], [4.3848098360000005, 51.8725324], [4.330489415, 52.03267275], [4.330732573, 52.03255736], [4.385821958, 51.87286303], [4.329566046, 52.03203189999999], [4.329758214, 52.03188305]]",61.0
407,407,2788490,10/7/2020,10/7/2020,17:03:00,17:08:05,"10,167","2,000,000","5,083","136,9","134,9",A,12,A12,oplopend,Westervoort,Duiven,Arnhem,Oberhausen,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.9873578510000005, 51.97642162], [5.9875083579999995, 51.976516], [5.9882480000000005, 51.97571137], [5.988389252999999, 51.97582554], [5.989090022, 51.97501869], [5.989289792, 51.97512156], [5.990139663, 51.97440848], [5.989982539, 51.97429268], [5.991006944, 51.97370091], [5.990840035, 51.97359987], [5.99205133, 51.97284014], [5.991894138999999, 51.97274311], [5.992880799, 51.9721875], [5.992707855, 51.97210289], [5.9937528570000005, 51.97148761], [5.993573256, 51.97141963], [5.994692088, 51.97078091], [5.994517478, 51.97069456], [5.995640132, 51.97011134], [5.99545442, 51.970014299999995], [5.996545632, 51.96950119], [5.996343152000001, 51.96943169], [5.997677298999999, 51.96883158], [5.997459638, 51.96876394], [5.998651575, 51.96829707], [5.998498314, 51.96819354], [5.999888392999999, 51.96768308], [5.999784149, 51.9675716], [6.000930353999999, 51.96706545], [6.0010951, 51.9671904], [6.002190981, 51.9665636], [6.002289595, 51.96670784], [6.003486079, 51.96611774], [6.003551046, 51.96624448], [6.004775015, 51.96571657], [6.004799707, 51.96583701], [6.006101536, 51.96534134], [6.006129921, 51.96545494], [6.007397159, 51.96498503], [6.007458425, 51.96510024], [6.008743896, 51.96461218], [6.0088124370000005, 51.96473872]]",35.0
408,408,2788826,10/9/2020,10/9/2020,17:45:00,17:50:03,"15,150","3,000,000","5,050","55,8","52,8",A,4,A4,oplopend,Gaag-Aquaduct,Delft,Den Haag,Rotterdam,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 5],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.3148196830000005, 52.01560052], [4.314487767, 52.01571841], [4.314205288999999, 52.01477964], [4.313885818999999, 52.01488715], [4.313558641, 52.01389283], [4.313230356, 52.01398237], [4.312988973, 52.01309615], [4.312651242, 52.01318612], [4.312455572, 52.01226104], [4.312146418, 52.01233074], [4.31196341, 52.0114346], [4.311638876, 52.01149776], [4.311551954, 52.01061958], [4.31122861, 52.01067399], [4.311173451, 52.00972061], [4.3108765710000005, 52.00976454], [4.310913268999999, 52.00883316], [4.310599625, 52.00887057], [4.310758895, 52.00798179], [4.310449708999999, 52.00796481], [4.310712647, 52.00708787], [4.3104007310000005, 52.00705569], [4.310745506, 52.00618844], [4.310445284, 52.00614626], [4.3108683469999995, 52.00529014], [4.310574496, 52.00524003], [4.311079541000001, 52.00439871], [4.310797143, 52.00434013], [4.3114350869999996, 52.00353454], [4.311132725, 52.0034536], [4.311830353, 52.00268002], [4.31156251, 52.00259432], [4.31203149, 52.00174934], [4.312350179, 52.00184926], [4.312618562, 52.00092801], [4.312973272, 52.00099649], [4.313263624, 52.0001234], [4.313601298, 52.00020798], [4.314002188, 51.99929982], [4.3143130339999995, 51.99939349], [4.314712708, 51.99853220000001], [4.315030964, 51.99863919], [4.315454223, 51.99775661], [4.315792163, 51.99784837], [4.316189143, 51.99699263], [4.3165249910000005, 51.99709318], [4.316913296, 51.99623275], [4.3173109489999995, 51.99629996], [4.317667876000001, 51.99547761], [4.31805781, 51.99551347], [4.318440859, 51.99470622], [4.318758768, 51.99473529], [4.319143536, 51.99397362], [4.319455433, 51.99398289], [4.319926485, 51.99315393], [4.320171605, 51.99322235], [4.320916051, 51.99245292], [4.320645559, 51.99240759], [4.3216398730000005, 51.99167043], [4.321390479, 51.99163015], [4.322372521, 51.99089166], [4.322145153999999, 51.99082404]]",59.0
409,409,2788663,10/8/2020,10/8/2020,18:02:00,18:13:05,"22,167","2,000,000","11,083","42,4","40,4",A,16,A16,oplopend,Moerdijkbrug,Klaverpolder,Rotterdam,Breda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 11],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.643931047, 51.75559857], [4.643525057, 51.75573404], [4.643521966000001, 51.75472293], [4.643129408, 51.75487691], [4.643107886, 51.75387301], [4.642729033999999, 51.75408415], [4.642667749, 51.75300662], [4.642312307, 51.75325898], [4.642233535, 51.75215184], [4.641845417, 51.75233445], [4.64179057, 51.75127975], [4.6414429319999995, 51.75154684], [4.641363233, 51.75043846], [4.640976493999999, 51.75064435], [4.640934903, 51.74959515], [4.640531868, 51.74978405], [4.640540574, 51.74882378], [4.6400761589999995, 51.74890225], [4.640053729, 51.747879600000005], [4.639625126, 51.7480295], [4.639607621000001, 51.74701441], [4.63917442, 51.7471573], [4.639174466, 51.74617427], [4.638746241000001, 51.74631876], [4.6387834980000004, 51.7454064], [4.638301972, 51.74544463], [4.638298689, 51.74445129], [4.637861184, 51.74457732], [4.637897077, 51.74366003], [4.637404694, 51.74367908], [4.637462234, 51.74280328], [4.6369691, 51.74282189], [4.637029405, 51.74195877], [4.636523426, 51.7419667], [4.636579145, 51.74110294], [4.636075852, 51.7411119], [4.63615611, 51.74024608], [4.635602509, 51.74021178], [4.635749724, 51.73939026], [4.635167972, 51.73930035], [4.635307214, 51.73843886], [4.634787061, 51.7384935]]",80.0
410,410,2788717,10/9/2020,10/9/2020,6:19:00,6:35:03,"44,067","2,745,587","16,050","35,4","37,4",A,16,A16,aflopend,Drechttunnel,Zwijndrecht,Breda,Rotterdam,Te ho(o)g(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 1], [Te ho(o)g(e) voertuig(en) 8], [Geen oorzaakcode opgegeven door VWM 7]","[000], [OHV], [000]",OHV,Te ho(o)g(e) voertuig(en),Hoogtemelding,Incident,Incident,"[[4.649557386000001, 51.80007089], [4.6498480010000005, 51.80005465], [4.6494413, 51.79917496], [4.649725886000001, 51.79915913], [4.649561387, 51.79826613], [4.64931274, 51.79827968], [4.649404791, 51.79737256], [4.649173867, 51.79738503], [4.649293022, 51.79647646], [4.6490495769999995, 51.79655454], [4.6491849, 51.79558015], [4.648924793, 51.79559418], [4.649095203, 51.79466991], [4.648837738, 51.79469728], [4.64901092, 51.79375146], [4.648779506, 51.79376399], [4.648957623, 51.7928876], [4.648725664, 51.79290097], [4.648960344, 51.7919888], [4.64873767, 51.79198068], [4.649073914, 51.79109322], [4.648850276, 51.79107609], [4.649280525, 51.79020357], [4.649051473, 51.79018003], [4.6494871269999996, 51.78931393], [4.649248862, 51.78930098], [4.649693721, 51.78842428], [4.649449871, 51.78840574], [4.649900322, 51.78753463], [4.649650168, 51.78751366], [4.6501069, 51.78664498], [4.64985116, 51.78661842], [4.65031147, 51.78575531], [4.650045816, 51.78576547], [4.650459133, 51.78486116], [4.650196125, 51.78484366], [4.65060679, 51.78396701], [4.650337455, 51.78397694], [4.650728489, 51.78307171], [4.65045657, 51.78308135], [4.650773033, 51.78217341], [4.650499946, 51.78218301]]",45.0
411,411,2788775,10/9/2020,10/9/2020,14:30:00,15:56:03,"379,050","4,404,997","86,050","183,8","187,8",A,50,A50,aflopend,Arnhem-Centrum,Waterberg,Apeldoorn,Arnhem,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 86],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.926109405, 52.02803976], [5.926338311, 52.02799416], [5.9267197110000005, 52.02887903], [5.926486043, 52.02892525], [5.927085441, 52.02975371], [5.926861382, 52.02979354], [5.927448908, 52.0306245], [5.927233212999999, 52.03065367], [5.9278092220000005, 52.03148873], [5.927609989, 52.03152519], [5.928173076, 52.03236148], [5.9279864060000005, 52.03239588], [5.928534225, 52.03322862], [5.928350808999999, 52.03325636], [5.92889793, 52.03411553], [5.928711784, 52.03414079], [5.929292952000001, 52.03496383], [5.929103117, 52.03500364], [5.929729665, 52.0358201], [5.92950399, 52.03585154], [5.930217384, 52.036660299999994], [5.929960121000001, 52.036718], [5.930805117, 52.03751844], [5.930470177, 52.03755416], [5.931399213, 52.03832274], [5.931014295, 52.03845829], [5.931934301, 52.03913055], [5.931516782, 52.03925607], [5.932490584, 52.03996324], [5.932041529, 52.04008732], [5.932960941, 52.04081557], [5.932535579, 52.04092651], [5.933374377000001, 52.04167927], [5.932942565, 52.0417794], [5.933748061, 52.04254988], [5.933301877999999, 52.04263396], [5.934121761, 52.0434205], [5.933664376, 52.04350947], [5.934467639, 52.04424626], [5.933999377, 52.04431653], [5.934850072000001, 52.04516481], [5.934385438, 52.045246399999996], [5.935213267000001, 52.04603712], [5.934749888, 52.04612422], [5.935588117000001, 52.046937400000004], [5.935127194, 52.04703295], [5.9359397000000005, 52.04778174], [5.935471063, 52.04786111], [5.936302938, 52.04865405], [5.935840309, 52.04874858], [5.93666619, 52.04952635], [5.936200899, 52.04961487], [5.937029456, 52.05039866], [5.93655946, 52.05047627], [5.9373927360000005, 52.05127096], [5.936923127000001, 52.05134989], [5.937756031, 52.05214326], [5.937274264, 52.0521934], [5.9381193539999995, 52.05301556], [5.93763829, 52.05306782], [5.9384826770000005, 52.05388786], [5.938001985, 52.05394143], [5.938867031, 52.0547477], [5.938364687000001, 52.05481259], [5.93873146, 52.05569351], [5.939195865, 52.05562181], [5.93909419, 52.05656467], [5.9395772639999995, 52.05649041], [5.939458287999999, 52.05743908], [5.939937505, 52.05736355], [5.939827772999999, 52.05831296], [5.940294071, 52.05823313], [5.940235692999999, 52.05917957], [5.940692414, 52.05909581], [5.9411320320000005, 52.05995089], [5.940704907000001, 52.06004196], [5.941564931, 52.060807200000006], [5.941130341, 52.06090838], [5.941977538, 52.06166739], [5.941597981, 52.06175496], [5.942390176, 52.06252757], [5.942065638, 52.06260154]]",12.0
412,412,2788722,10/9/2020,10/9/2020,7:37:00,7:53:08,"47,550","2,947,314","16,133","68,5","70,5",A,2,A2,aflopend,Nieuwegein-Zuid,Nieuwegein,'s-Hertogenbosch,Utrecht,Ongeval (met opruim/berging),"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 0], [Opruimingswerkzaamheden 13], [Opruimwerkzaamheden 3], [Eerder(e) ongeval(len) 0]","[000], [ACI], [OCL], [CLE], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,"[[5.064502814, 52.02359424], [5.064142448999999, 52.02353117], [5.0645332419999995, 52.02265431], [5.064883012, 52.02272497], [5.0652846369999995, 52.021846200000006], [5.064929525, 52.02178978], [5.065694442, 52.02098038], [5.0653492810000005, 52.02093704], [5.066087531, 52.02014986], [5.065765917, 52.02005605], [5.066513724, 52.01924933], [5.066202305, 52.01919327], [5.0666358780000005, 52.01832461], [5.066957779, 52.01841555], [5.067052642, 52.01747176], [5.067416475, 52.01759373], [5.067516298999999, 52.0166145], [5.06790009, 52.01670288], [5.068063726, 52.01580057], [5.068374997, 52.01591545], [5.068600116, 52.014962700000005], [5.068956015, 52.01506118], [5.069142735, 52.01411449], [5.069468591000001, 52.01420091], [5.069658104, 52.01330212], [5.069955262, 52.01338186], [5.070144555, 52.01247102], [5.0704909780000005, 52.01252717], [5.070653081000001, 52.01152076], [5.070965921, 52.011725899999995], [5.071115456, 52.01068225], [5.071475297, 52.0108685], [5.071584138, 52.00983706], [5.071929631000001, 52.01000416], [5.071996353, 52.009082299999996], [5.0723628739999995, 52.00917884], [5.072468738, 52.00823389], [5.072811483, 52.00832421], [5.072911907, 52.00739538], [5.073253536, 52.00748204], [5.073280498, 52.00661402], [5.073693269, 52.00664425]]",42.0
